time,open,high,low,close,Hollow Candles (Open),Hollow Candles (High,Hollow Candles (Low),Hollow Candles (Close),Bars (Open),Bars (High,Bars (Low),Bars (Close)
2026-03-25T11:12:00+05:30,23419.25,23433.7,23415.2,23432.55,23409.947708907726,23433.7,23409.947708907726,23425.175,23409.947708907726,23433.7,23409.947708907726,23425.175
2026-03-25T11:15:00+05:30,23432.3,23434.75,23415.9,23418.9,23417.561354453865,23434.75,23415.9,23425.4625,23417.561354453865,23434.75,23415.9,23425.4625
2026-03-25T11:18:00+05:30,23419.95,23423,23411.55,23411.55,23421.511927226933,23423,23411.55,23416.5125,23421.511927226933,23423,23411.55,23416.5125
2026-03-25T11:21:00+05:30,23412.2,23414.95,23395.55,23395.55,23419.012213613467,23419.012213613467,23395.55,23404.5625,23419.012213613467,23419.012213613467,23395.55,23404.5625
2026-03-25T11:24:00+05:30,23395.75,23399,23379.1,23379.65,23411.787356806733,23411.787356806733,23379.1,23388.375,23411.787356806733,23411.787356806733,23379.1,23388.375
2026-03-25T11:27:00+05:30,23380,23398.65,23377.3,23388.4,23400.081178403365,23400.081178403365,23377.3,23386.0875,23400.081178403365,23400.081178403365,23377.3,23386.0875
2026-03-25T11:30:00+05:30,23391.5,23406.8,23383.4,23383.4,23393.084339201683,23406.8,23383.4,23391.275,23393.084339201683,23406.8,23383.4,23391.275
2026-03-25T11:33:00+05:30,23385.7,23399.45,23380,23380.7,23392.179669600842,23399.45,23380,23386.462499999998,23392.179669600842,23399.45,23380,23386.462499999998
2026-03-25T11:36:00+05:30,23380.5,23381.45,23345.7,23345.7,23389.32108480042,23389.32108480042,23345.7,23363.337499999998,23389.32108480042,23389.32108480042,23345.7,23363.337499999998
2026-03-25T11:39:00+05:30,23346.55,23381.45,23343.5,23373.7,23376.32929240021,23381.45,23343.5,23361.3,23376.32929240021,23381.45,23343.5,23361.3
2026-03-25T11:42:00+05:30,23373.8,23375.1,23360.1,23361.35,23368.814646200102,23375.1,23360.1,23367.5875,23368.814646200102,23375.1,23360.1,23367.5875
2026-03-25T11:45:00+05:30,23361.3,23371.15,23359.4,23362.6,23368.201073100052,23371.15,23359.4,23363.612500000003,23368.201073100052,23371.15,23359.4,23363.612500000003
2026-03-25T11:48:00+05:30,23362.85,23402.7,23362.85,23398.45,23365.906786550026,23402.7,23362.85,23381.712499999998,23365.906786550026,23402.7,23362.85,23381.712499999998
2026-03-25T11:51:00+05:30,23398.1,23415.15,23398.1,23412.45,23373.80964327501,23415.15,23373.80964327501,23405.95,23373.80964327501,23415.15,23373.80964327501,23405.95
2026-03-25T11:54:00+05:30,23410.35,23416.35,23405.65,23408.5,23389.879821637507,23416.35,23389.879821637507,23410.2125,23389.879821637507,23416.35,23389.879821637507,23410.2125
2026-03-25T11:57:00+05:30,23407.95,23410.7,23390.4,23399.35,23400.046160818754,23410.7,23390.4,23402.1,23400.046160818754,23410.7,23390.4,23402.1
2026-03-25T12:00:00+05:30,23399.4,23408,23394.5,23401.6,23401.073080409376,23408,23394.5,23400.875,23401.073080409376,23408,23394.5,23400.875
